label,bestthr
Atelectasis,0.277072936296463
Cardiomegaly,0.2440573126077652
Consolidation,0.12277370691299438
Edema,0.2957155406475067
No Finding,0.34500056505203247
Pleural Effusion,0.4010036289691925
Pneumonia,0.15365169942378998
Pneumothorax,0.2462058961391449
