label,bestthr
Atelectasis,0.17097336053848267
Cardiomegaly,0.20967422425746918
Consolidation,0.15316663682460785
Edema,0.13917961716651917
Effusion,0.3127506673336029
Emphysema,0.14686499536037445
Fibrosis,0.08946140110492706
Hernia,0.825114905834198
Infiltration,0.22550643980503082
Mass,0.3009352385997772
Nodule,0.11209700256586075
Pleural_Thickening,0.06397520005702972
Pneumonia,0.06785587221384048
Pneumothorax,0.12699143588542938
