label,bestthr
Atelectasis,0.23358222842216492
Cardiomegaly,0.17171573638916016
Consolidation,0.13830971717834473
Edema,0.11255612224340439
Effusion,0.2977806031703949
Emphysema,0.1901208460330963
Fibrosis,0.08335009217262268
Hernia,0.31601855158805847
Infiltration,0.27637943625450134
Mass,0.2380167543888092
Nodule,0.13492421805858612
Pleural_Thickening,0.17826679348945618
Pneumonia,0.0914202407002449
Pneumothorax,0.2811112105846405
