label,bestthr
Airspace Opacity,0.24042557179927826
Atelectasis,0.23708537220954895
Cardiomegaly,0.26544758677482605
Consolidation,0.1255396604537964
Edema,0.25990599393844604
Enlarged Cardiomediastinum,0.08472605794668198
Fracture,0.07512685656547546
Lung Lesion,0.11458992958068848
No Finding,0.3694190979003906
Pleural Effusion,0.36556246876716614
Pleural Other,0.10666505992412567
Pneumonia,0.16238950192928314
Pneumothorax,0.1860191971063614
Support Devices,0.3006579577922821
