label,bestthr
Atelectasis,0.2413969337940216
Cardiomegaly,0.11130451411008835
Consolidation,0.1447443664073944
Edema,0.06835544854402542
Effusion,0.22661417722702026
Emphysema,0.16084085404872894
Fibrosis,0.08783985674381256
Hernia,0.5126873254776001
Infiltration,0.2234896719455719
Mass,0.2948596477508545
Nodule,0.13313353061676025
Pleural_Thickening,0.13178971409797668
Pneumonia,0.06044493988156319
Pneumothorax,0.12890274822711945
