label,bestthr
Atelectasis,0.23261204361915588
Cardiomegaly,0.1613796204328537
Consolidation,0.16083116829395294
Edema,0.0981830507516861
Effusion,0.3487507700920105
Emphysema,0.19466714560985565
Fibrosis,0.03804785758256912
Hernia,0.18418338894844055
Infiltration,0.2163274884223938
Mass,0.1753796637058258
Nodule,0.15026845037937164
Pleural_Thickening,0.15031194686889648
Pneumonia,0.051501672714948654
Pneumothorax,0.197847381234169
