label,bestthr
Atelectasis,0.22872775793075562
Cardiomegaly,0.2753833830356598
Consolidation,0.1193157285451889
Edema,0.353769451379776
No Finding,0.3148522973060608
Pleural Effusion,0.388791024684906
Pneumonia,0.14507418870925903
Pneumothorax,0.1876370906829834
