label,bestthr
Atelectasis,0.24774256348609924
Cardiomegaly,0.25109338760375977
Consolidation,0.10178550332784653
Edema,0.22933223843574524
No Finding,0.35333991050720215
Pleural Effusion,0.35379737615585327
Pneumonia,0.12843358516693115
Pneumothorax,0.29724934697151184
