label,bestthr
Atelectasis,0.2124011367559433
Cardiomegaly,0.14661508798599243
Consolidation,0.14565016329288483
Edema,0.059708889573812485
Effusion,0.36287766695022583
Emphysema,0.2127695530653
Fibrosis,0.11607693135738373
Hernia,0.9365349411964417
Infiltration,0.21162737905979156
Mass,0.2458910346031189
Nodule,0.10031919926404953
Pleural_Thickening,0.11823736131191254
Pneumonia,0.04082893580198288
Pneumothorax,0.14789652824401855
