label,bestthr
Atelectasis,0.23568730056285858
Cardiomegaly,0.23328877985477448
Consolidation,0.15989570319652557
Edema,0.33425992727279663
No Finding,0.39305856823921204
Pleural Effusion,0.3276289999485016
Pneumonia,0.1421908587217331
Pneumothorax,0.22006724774837494
